Investor_ID,Gender,Age,Age_Group,Income_Bracket,Occupation,City_Type,Investment_Type,Investment_Source,Investment_Duration,Invest_Monitor,Risk_Profile,Investment_Mode,Risk_Tolerance_Score,Panic_Withdrawal,Invested_Amount,Current_Value,Investment_Start_Year,Market_Phase,Investment_Objective
INV0178,Female,23,Gen Z,Low,Salaried,Metro,FD,Internet,<1,Weekly,Low,SIP,1,Yes,510000,799150,2023,Bull,Wealth
INV0179,Female,58,Boomer,Medium,Self-Employed,Non-Metro,FD,TV,<1,Daily,Low,SIP,2,No,415000,451757,2021,Volatile,Tax
INV0180,Female,48,Gen X,Medium,Salaried,Metro,MF,Internet,3–5,Daily,Moderate,SIP,5,No,465000,473007,2017,Volatile,Tax
INV0181,Male,63,Boomer,Medium,Salaried,Non-Metro,MF,Consultant,<1,Monthly,Moderate,Lump_Sum,4,No,900000,841881,2015,Bear,Tax
INV0182,Male,29,Millennial,Medium,Self-Employed,Metro,Equity,Newspaper,1–3,Weekly,High,Lump_Sum,9,No,200000,226285,2019,Volatile,Wealth
INV0183,Female,49,Gen X,Medium,Salaried,Non-Metro,Equity,Consultant,1–3,Monthly,High,SIP,8,No,375000,557499,2020,Bull,Safety
INV0184,Male,65,Boomer,Low,Salaried,Metro,MF,Internet,1–3,Daily,Moderate,SIP,4,No,960000,1077311,2015,Volatile,Wealth
INV0185,Male,42,Gen X,Medium,Self-Employed,Metro,Equity,Consultant,>5,Daily,High,SIP,10,No,560000,635299,2023,Bull,Wealth
INV0186,Female,40,Millennial,Medium,Salaried,Metro,MF,Internet,1–3,Weekly,High,Lump_Sum,10,No,985000,1526968,2022,Bull,Safety
INV0187,Male,37,Millennial,Low,Salaried,Metro,PPF,Internet,3–5,Monthly,Low,SIP,1,No,725000,1153879,2016,Bull,Wealth
INV0188,Male,25,Gen Z,Medium,Salaried,Non-Metro,Equity,TV,1–3,Monthly,High,Lump_Sum,9,No,695000,810896,2024,Bull,Safety
INV0189,Male,26,Millennial,Medium,Self-Employed,Metro,Bonds,Internet,3–5,Weekly,Moderate,Lump_Sum,6,No,145000,227907,2019,Bull,Wealth
INV0190,Male,59,Boomer,Low,Salaried,Metro,Equity,Consultant,1–3,Weekly,High,Lump_Sum,9,No,250000,375949,2016,Bull,Wealth
INV0191,Male,60,Boomer,Low,Self-Employed,Metro,Bonds,Newspaper,3–5,Weekly,Moderate,SIP,6,No,565000,862924,2017,Bull,Tax
INV0192,Male,57,Boomer,Low,Salaried,Non-Metro,FD,Consultant,>5,Weekly,Low,SIP,1,Yes,800000,782116,2016,Volatile,Safety
INV0193,Male,23,Gen Z,Low,Salaried,Non-Metro,MF,Internet,1–3,Daily,Moderate,SIP,6,No,975000,827530,2024,Bear,Wealth
INV0194,Female,65,Boomer,Low,Salaried,Metro,FD,Consultant,3–5,Monthly,Low,Lump_Sum,3,Yes,125000,96491,2023,Bear,Wealth
INV0195,Male,48,Gen X,Medium,Self-Employed,Metro,Gold,Consultant,3–5,Weekly,Moderate,SIP,7,No,460000,467596,2024,Volatile,Wealth
INV0196,Male,42,Gen X,Low,Self-Employed,Metro,Equity,Newspaper,1–3,Daily,High,SIP,9,No,355000,347885,2018,Volatile,Safety
INV0197,Male,25,Gen Z,Medium,Self-Employed,Metro,FD,Newspaper,1–3,Monthly,Low,SIP,3,Yes,950000,1377766,2024,Bull,Safety
INV0198,Male,58,Boomer,Medium,Salaried,Non-Metro,Equity,Internet,<1,Daily,High,SIP,8,No,75000,102241,2024,Bull,Wealth
INV0199,Male,61,Boomer,High,Salaried,Metro,MF,Internet,3–5,Monthly,Moderate,SIP,6,No,515000,611906,2016,Volatile,Wealth
INV0200,Female,64,Boomer,Medium,Salaried,Metro,Gold,TV,3–5,Daily,Moderate,Lump_Sum,7,No,835000,948641,2023,Volatile,Wealth
INV0201,Male,59,Boomer,Medium,Self-Employed,Metro,Bonds,Consultant,1–3,Monthly,Low,Lump_Sum,1,No,820000,1032468,2015,Bull,Safety
INV0202,Male,61,Boomer,Medium,Salaried,Metro,FD,Consultant,1–3,Monthly,Low,SIP,2,No,60000,48978,2020,Bear,Wealth
INV0203,Female,26,Millennial,Low,Salaried,Metro,MF,Internet,1–3,Weekly,Moderate,Lump_Sum,7,No,175000,167510,2023,Bear,Safety
INV0204,Male,58,Boomer,Low,Salaried,Non-Metro,Bonds,Consultant,<1,Daily,Moderate,Lump_Sum,6,No,985000,1120438,2021,Bull,Safety
INV0205,Female,27,Millennial,Medium,Salaried,Metro,Bonds,Internet,1–3,Daily,Low,Lump_Sum,3,Yes,940000,835216,2018,Bear,Safety
INV0206,Female,56,Boomer,Medium,Salaried,Metro,MF,Consultant,1–3,Weekly,High,SIP,9,No,850000,918054,2019,Volatile,Wealth
INV0207,Male,23,Gen Z,Low,Salaried,Metro,Bonds,TV,>5,Weekly,Moderate,SIP,5,No,285000,240185,2023,Bear,Wealth
INV0208,Female,33,Millennial,Low,Salaried,Metro,Equity,TV,3–5,Daily,High,Lump_Sum,10,No,575000,684946,2020,Volatile,Tax
INV0209,Male,57,Boomer,High,Self-Employed,Metro,Equity,Newspaper,1–3,Weekly,High,SIP,8,No,780000,912706,2015,Volatile,Safety
INV0210,Male,65,Boomer,Low,Self-Employed,Metro,MF,TV,1–3,Monthly,Moderate,SIP,4,No,850000,997848,2021,Bull,Tax
INV0211,Male,42,Gen X,Low,Salaried,Metro,Equity,TV,3–5,Monthly,High,Lump_Sum,9,No,190000,162186,2023,Bear,Wealth
INV0212,Male,59,Boomer,High,Salaried,Metro,MF,Consultant,1–3,Monthly,High,Lump_Sum,9,No,655000,596862,2024,Volatile,Wealth
INV0213,Female,31,Millennial,Low,Self-Employed,Metro,MF,Internet,<1,Monthly,High,Lump_Sum,8,No,405000,389088,2019,Bear,Safety
INV0214,Male,65,Boomer,High,Salaried,Metro,Bonds,Newspaper,3–5,Daily,Moderate,Lump_Sum,6,No,570000,838169,2022,Bull,Safety
INV0215,Male,45,Gen X,Medium,Salaried,Metro,Bonds,Newspaper,<1,Daily,Low,Lump_Sum,3,No,90000,119540,2015,Bull,Safety
INV0216,Female,34,Millennial,Medium,Salaried,Metro,FD,Newspaper,3–5,Daily,Low,SIP,1,No,495000,496620,2024,Volatile,Safety
INV0217,Male,38,Millennial,Low,Salaried,Metro,MF,Internet,3–5,Weekly,Moderate,Lump_Sum,4,No,75000,86954,2021,Volatile,Safety
INV0218,Male,65,Boomer,Medium,Salaried,Metro,Bonds,Internet,>5,Monthly,Moderate,Lump_Sum,4,No,530000,510335,2019,Bear,Wealth
INV0219,Female,35,Millennial,Medium,Salaried,Non-Metro,Bonds,Internet,>5,Monthly,Low,Lump_Sum,1,Yes,410000,405712,2024,Volatile,Wealth
INV0220,Female,26,Millennial,High,Salaried,Non-Metro,MF,Internet,3–5,Monthly,Moderate,SIP,5,No,895000,742757,2024,Bear,Wealth
INV0221,Female,23,Gen Z,High,Salaried,Metro,Bonds,Internet,3–5,Daily,Low,Lump_Sum,1,No,730000,796790,2018,Volatile,Wealth
INV0222,Female,64,Boomer,Medium,Self-Employed,Non-Metro,PPF,Internet,<1,Weekly,Low,SIP,3,No,475000,520756,2017,Volatile,Wealth
INV0223,Female,36,Millennial,Medium,Self-Employed,Metro,MF,Internet,>5,Monthly,High,SIP,8,No,650000,1004063,2024,Bull,Tax
INV0224,Female,65,Boomer,Medium,Salaried,Non-Metro,Bonds,Consultant,3–5,Monthly,Moderate,SIP,4,No,450000,689038,2022,Bull,Wealth
INV0225,Female,27,Millennial,Medium,Self-Employed,Metro,Equity,Internet,1–3,Monthly,High,Lump_Sum,8,No,215000,302556,2022,Bull,Tax
INV0226,Female,47,Gen X,High,Salaried,Metro,MF,Internet,3–5,Weekly,Moderate,Lump_Sum,6,No,55000,59840,2015,Volatile,Wealth
INV0227,Female,44,Gen X,Low,Salaried,Metro,FD,Internet,1–3,Monthly,Low,SIP,2,Yes,925000,923952,2020,Bear,Wealth
INV0228,Female,53,Gen X,High,Salaried,Non-Metro,FD,Newspaper,>5,Daily,Low,SIP,1,Yes,205000,263075,2023,Bull,Tax
INV0229,Female,24,Gen Z,High,Salaried,Metro,Bonds,Internet,>5,Daily,Low,SIP,1,Yes,205000,181798,2022,Bear,Wealth
INV0230,Male,31,Millennial,Medium,Salaried,Metro,Equity,Consultant,<1,Monthly,High,Lump_Sum,9,No,970000,1052750,2016,Volatile,Wealth
INV0231,Female,28,Millennial,Low,Salaried,Metro,Bonds,Internet,1–3,Daily,Moderate,Lump_Sum,4,No,930000,1456902,2022,Bull,Wealth
INV0232,Male,22,Gen Z,Medium,Self-Employed,Non-Metro,FD,Consultant,<1,Monthly,Low,Lump_Sum,3,No,425000,346813,2018,Bear,Wealth
INV0233,Male,33,Millennial,High,Salaried,Non-Metro,FD,Internet,>5,Daily,Low,Lump_Sum,2,Yes,505000,491684,2017,Bear,Safety
INV0234,Male,39,Millennial,Medium,Salaried,Metro,Equity,Internet,>5,Monthly,High,SIP,8,No,215000,311338,2017,Bull,Wealth
INV0235,Male,32,Millennial,Medium,Salaried,Non-Metro,Bonds,Consultant,1–3,Daily,Low,SIP,3,No,670000,521417,2017,Bear,Wealth
INV0236,Male,24,Gen Z,Low,Salaried,Non-Metro,MF,Consultant,>5,Monthly,High,SIP,10,No,930000,1032461,2023,Volatile,Wealth
INV0237,Male,64,Boomer,Medium,Self-Employed,Non-Metro,MF,Consultant,<1,Monthly,High,Lump_Sum,9,No,680000,657800,2023,Bear,Wealth
INV0238,Female,53,Gen X,Low,Self-Employed,Metro,Equity,Internet,1–3,Weekly,High,SIP,9,No,160000,154263,2024,Bear,Wealth
INV0239,Female,29,Millennial,Medium,Salaried,Metro,Equity,Internet,3–5,Monthly,High,SIP,9,No,765000,735972,2019,Volatile,Tax
INV0240,Female,43,Gen X,High,Self-Employed,Non-Metro,MF,TV,3–5,Weekly,High,SIP,9,No,170000,251542,2022,Bull,Wealth
INV0241,Female,43,Gen X,High,Self-Employed,Metro,FD,TV,1–3,Monthly,Low,Lump_Sum,2,No,375000,527034,2021,Bull,Wealth
INV0242,Male,47,Gen X,Medium,Self-Employed,Non-Metro,MF,Consultant,>5,Monthly,Moderate,Lump_Sum,7,No,890000,798622,2022,Bear,Tax
INV0243,Male,53,Gen X,Medium,Salaried,Non-Metro,MF,Newspaper,3–5,Daily,High,Lump_Sum,9,No,545000,778674,2017,Bull,Tax
INV0244,Female,42,Gen X,Medium,Salaried,Non-Metro,Bonds,Internet,>5,Weekly,Moderate,Lump_Sum,5,No,575000,805725,2017,Bull,Safety
INV0245,Female,54,Gen X,High,Salaried,Metro,MF,Internet,1–3,Weekly,Moderate,Lump_Sum,4,No,880000,1049447,2017,Volatile,Wealth
INV0246,Female,56,Boomer,Medium,Self-Employed,Metro,Gold,Newspaper,>5,Weekly,Moderate,Lump_Sum,7,No,715000,824563,2021,Bull,Wealth
INV0247,Male,25,Gen Z,Low,Self-Employed,Metro,MF,Internet,3–5,Weekly,Moderate,Lump_Sum,5,No,505000,761041,2023,Bull,Wealth
INV0248,Male,65,Boomer,Medium,Salaried,Metro,Gold,Newspaper,>5,Weekly,Moderate,Lump_Sum,5,No,115000,103947,2020,Volatile,Wealth
INV0249,Female,61,Boomer,High,Self-Employed,Non-Metro,Equity,Newspaper,3–5,Monthly,High,Lump_Sum,10,No,275000,273862,2019,Bear,Wealth
INV0250,Male,33,Millennial,Medium,Salaried,Metro,MF,Internet,1–3,Monthly,High,SIP,10,No,460000,643282,2015,Bull,Safety
INV0251,Female,62,Boomer,Medium,Salaried,Metro,Gold,Newspaper,1–3,Daily,Moderate,SIP,6,No,580000,795493,2023,Bull,Wealth
INV0252,Male,44,Gen X,High,Self-Employed,Metro,Gold,TV,>5,Monthly,Moderate,SIP,4,No,905000,1152068,2015,Bull,Wealth
INV0253,Male,63,Boomer,High,Self-Employed,Metro,PPF,TV,3–5,Daily,Low,SIP,2,Yes,700000,723566,2020,Volatile,Wealth
INV0254,Male,63,Boomer,Medium,Salaried,Metro,Equity,TV,1–3,Monthly,High,Lump_Sum,9,No,590000,678912,2018,Volatile,Wealth
INV0255,Male,49,Gen X,Medium,Salaried,Metro,FD,TV,1–3,Weekly,Low,SIP,1,Yes,570000,482794,2018,Bear,Tax
INV0256,Female,49,Gen X,Low,Self-Employed,Metro,Equity,Consultant,1–3,Weekly,High,Lump_Sum,10,No,435000,470656,2019,Volatile,Wealth
INV0257,Female,50,Gen X,Medium,Self-Employed,Metro,Bonds,Internet,3–5,Weekly,Low,SIP,3,No,915000,889146,2017,Bear,Safety
INV0258,Female,63,Boomer,High,Salaried,Non-Metro,FD,Consultant,1–3,Weekly,Low,SIP,1,Yes,995000,1165208,2018,Volatile,Wealth
INV0259,Male,48,Gen X,Low,Salaried,Non-Metro,FD,Internet,3–5,Daily,Low,Lump_Sum,2,No,875000,776489,2023,Bear,Wealth
INV0260,Female,26,Millennial,Low,Self-Employed,Metro,Bonds,Internet,<1,Monthly,Low,Lump_Sum,3,No,625000,520054,2020,Bear,Tax
INV0261,Male,59,Boomer,Medium,Salaried,Metro,PPF,Consultant,1–3,Monthly,Low,SIP,1,Yes,915000,1341835,2020,Bull,Safety
INV0262,Female,51,Gen X,Medium,Salaried,Metro,Equity,Internet,>5,Monthly,High,SIP,10,No,985000,957010,2018,Bear,Wealth
INV0263,Male,26,Millennial,High,Salaried,Non-Metro,Equity,Internet,1–3,Monthly,High,SIP,10,No,885000,835262,2023,Bear,Wealth
INV0264,Female,36,Millennial,Low,Salaried,Metro,Bonds,Internet,>5,Monthly,Low,SIP,1,No,620000,731358,2023,Bull,Tax
INV0265,Male,58,Boomer,Medium,Salaried,Metro,Equity,Consultant,1–3,Monthly,High,SIP,8,No,545000,472743,2023,Bear,Wealth
INV0266,Male,24,Gen Z,High,Salaried,Non-Metro,Gold,Internet,3–5,Daily,Moderate,SIP,5,No,800000,730667,2021,Bear,Safety
INV0267,Female,55,Gen X,Medium,Self-Employed,Metro,Bonds,TV,>5,Daily,Moderate,Lump_Sum,6,No,260000,209949,2017,Bear,Tax
INV0268,Male,39,Millennial,Low,Salaried,Non-Metro,Bonds,TV,3–5,Weekly,Moderate,Lump_Sum,4,No,315000,282774,2022,Bear,Tax
INV0269,Male,48,Gen X,Low,Salaried,Metro,Equity,Internet,<1,Weekly,High,SIP,9,No,565000,610091,2017,Volatile,Tax
INV0270,Female,23,Gen Z,High,Salaried,Non-Metro,Equity,Internet,3–5,Monthly,High,Lump_Sum,8,No,890000,937384,2017,Volatile,Wealth
INV0271,Female,65,Boomer,High,Salaried,Metro,FD,Consultant,3–5,Monthly,Low,SIP,3,No,170000,162048,2017,Volatile,Safety
INV0272,Male,60,Boomer,High,Salaried,Non-Metro,Bonds,Consultant,<1,Monthly,Low,SIP,3,No,585000,591501,2021,Volatile,Wealth
INV0273,Female,55,Gen X,Low,Self-Employed,Non-Metro,Gold,Newspaper,>5,Monthly,Moderate,Lump_Sum,6,No,590000,688495,2024,Bull,Wealth
INV0274,Male,36,Millennial,Low,Self-Employed,Metro,Bonds,Internet,3–5,Weekly,Low,SIP,1,Yes,510000,396089,2020,Bear,Wealth
INV0275,Female,59,Boomer,Low,Salaried,Metro,MF,Newspaper,3–5,Weekly,Moderate,SIP,7,No,760000,794297,2020,Volatile,Safety
INV0276,Female,58,Boomer,High,Salaried,Metro,Bonds,Internet,3–5,Monthly,Low,SIP,2,Yes,480000,456102,2023,Bear,Tax
INV0277,Male,65,Boomer,Low,Self-Employed,Metro,PPF,Consultant,1–3,Daily,Low,Lump_Sum,3,Yes,95000,106148,2016,Volatile,Safety
INV0278,Female,47,Gen X,Medium,Salaried,Non-Metro,Equity,Internet,3–5,Monthly,High,SIP,8,No,90000,134278,2019,Bull,Tax
INV0279,Male,36,Millennial,Medium,Salaried,Non-Metro,PPF,Newspaper,1–3,Weekly,Low,Lump_Sum,2,Yes,990000,1437292,2023,Bull,Safety
INV0280,Female,57,Boomer,Medium,Salaried,Metro,MF,Consultant,1–3,Monthly,Moderate,Lump_Sum,5,No,380000,451256,2024,Bull,Tax
INV0281,Male,57,Boomer,Medium,Salaried,Metro,Gold,Newspaper,3–5,Monthly,Moderate,Lump_Sum,5,No,665000,752108,2021,Volatile,Safety
INV0282,Female,51,Gen X,High,Self-Employed,Metro,PPF,TV,>5,Monthly,Low,Lump_Sum,2,Yes,500000,439563,2020,Bear,Wealth
INV0283,Male,38,Millennial,Low,Salaried,Non-Metro,MF,Internet,1–3,Monthly,High,SIP,9,No,920000,1439917,2019,Bull,Wealth
INV0284,Male,34,Millennial,Medium,Self-Employed,Metro,Gold,Internet,3–5,Daily,Moderate,SIP,4,No,895000,937780,2016,Volatile,Wealth
INV0285,Male,56,Boomer,High,Salaried,Metro,MF,Internet,>5,Monthly,High,SIP,10,No,330000,309388,2019,Bear,Wealth
INV0286,Female,55,Gen X,Medium,Salaried,Metro,PPF,Newspaper,3–5,Weekly,Low,Lump_Sum,3,No,315000,319355,2015,Volatile,Wealth
INV0287,Female,45,Gen X,Low,Salaried,Metro,MF,TV,1–3,Monthly,Moderate,SIP,6,No,560000,459148,2020,Bear,Wealth
INV0288,Male,30,Millennial,High,Self-Employed,Non-Metro,MF,Internet,>5,Daily,Moderate,SIP,7,No,585000,789632,2015,Bull,Safety
INV0289,Female,62,Boomer,High,Salaried,Metro,MF,Newspaper,<1,Monthly,Moderate,Lump_Sum,7,No,170000,175942,2022,Volatile,Wealth
INV0290,Female,45,Gen X,Medium,Self-Employed,Metro,MF,Consultant,3–5,Monthly,Moderate,SIP,7,No,880000,963370,2024,Volatile,Wealth
INV0291,Female,40,Millennial,Medium,Salaried,Non-Metro,PPF,Internet,1–3,Monthly,Low,Lump_Sum,2,No,855000,772131,2020,Bear,Wealth
INV0292,Male,26,Millennial,Low,Salaried,Metro,Gold,Internet,1–3,Weekly,Moderate,Lump_Sum,5,No,800000,845024,2020,Volatile,Wealth
INV0293,Male,32,Millennial,High,Salaried,Metro,FD,Internet,<1,Daily,Low,SIP,2,No,80000,118837,2023,Bull,Tax
INV0294,Male,27,Millennial,Low,Salaried,Non-Metro,MF,TV,1–3,Monthly,Moderate,SIP,5,No,265000,240771,2017,Volatile,Tax
INV0295,Female,42,Gen X,Medium,Self-Employed,Non-Metro,Bonds,Newspaper,3–5,Weekly,Low,SIP,3,No,720000,655161,2024,Bear,Tax
INV0296,Female,44,Gen X,Medium,Self-Employed,Metro,Bonds,TV,<1,Weekly,Moderate,SIP,7,No,415000,359929,2017,Bear,Wealth
INV0297,Female,53,Gen X,Low,Self-Employed,Non-Metro,Bonds,Internet,1–3,Monthly,Low,SIP,1,Yes,990000,1082859,2017,Volatile,Safety
INV0298,Female,36,Millennial,Low,Salaried,Metro,MF,Consultant,1–3,Monthly,High,Lump_Sum,10,No,290000,279377,2019,Bear,Wealth
INV0299,Male,40,Millennial,Medium,Salaried,Metro,Bonds,Consultant,<1,Weekly,Moderate,SIP,4,No,410000,506185,2017,Bull,Tax
INV0300,Male,22,Gen Z,Low,Salaried,Metro,MF,Internet,3–5,Weekly,High,SIP,8,No,390000,580252,2017,Bull,Wealth
INV0301,Male,52,Gen X,Low,Self-Employed,Non-Metro,Bonds,Consultant,3–5,Weekly,Low,SIP,2,No,635000,931964,2015,Bull,Wealth
INV0302,Male,64,Boomer,Medium,Self-Employed,Metro,Bonds,Consultant,3–5,Weekly,Low,Lump_Sum,1,Yes,115000,111080,2018,Bear,Wealth
INV0303,Male,29,Millennial,Medium,Salaried,Metro,PPF,Internet,<1,Daily,Low,Lump_Sum,2,No,810000,766663,2022,Volatile,Safety
INV0304,Male,37,Millennial,Medium,Self-Employed,Metro,FD,Newspaper,1–3,Weekly,Low,SIP,1,Yes,455000,723831,2022,Bull,Safety
INV0305,Female,44,Gen X,Medium,Salaried,Metro,MF,Internet,1–3,Weekly,Moderate,SIP,5,No,775000,924817,2022,Bull,Wealth
INV0306,Female,51,Gen X,High,Salaried,Non-Metro,Bonds,Internet,1–3,Weekly,Low,SIP,2,Yes,695000,704530,2015,Volatile,Wealth
INV0307,Female,23,Gen Z,High,Salaried,Non-Metro,MF,Consultant,3–5,Monthly,High,SIP,9,No,410000,408679,2017,Volatile,Tax
INV0308,Male,29,Millennial,Medium,Salaried,Non-Metro,FD,Internet,1–3,Daily,Low,SIP,1,Yes,675000,713978,2021,Volatile,Tax
INV0309,Male,38,Millennial,Medium,Salaried,Metro,Gold,Newspaper,>5,Daily,Moderate,SIP,4,No,760000,711260,2015,Bear,Safety
INV0310,Male,45,Gen X,High,Salaried,Metro,MF,Consultant,>5,Daily,Moderate,Lump_Sum,5,No,540000,516692,2018,Volatile,Tax
INV0311,Male,37,Millennial,Medium,Salaried,Non-Metro,Equity,Consultant,3–5,Monthly,High,SIP,10,No,750000,975583,2017,Bull,Wealth
INV0312,Female,32,Millennial,High,Self-Employed,Metro,Bonds,Newspaper,1–3,Monthly,Moderate,Lump_Sum,6,No,770000,1057066,2024,Bull,Wealth
INV0313,Female,57,Boomer,Medium,Salaried,Non-Metro,PPF,Consultant,3–5,Monthly,Low,SIP,1,Yes,320000,488915,2019,Bull,Wealth
INV0314,Male,39,Millennial,Low,Salaried,Metro,Equity,Internet,1–3,Monthly,High,SIP,10,No,985000,1121521,2024,Bull,Wealth
INV0315,Male,52,Gen X,Medium,Self-Employed,Non-Metro,Equity,Consultant,>5,Weekly,High,SIP,10,No,495000,480124,2015,Bear,Wealth
INV0316,Male,29,Millennial,Medium,Self-Employed,Non-Metro,MF,Consultant,<1,Weekly,Moderate,SIP,7,No,690000,637865,2017,Bear,Wealth
INV0317,Female,65,Boomer,High,Self-Employed,Metro,Bonds,Consultant,<1,Weekly,Moderate,Lump_Sum,7,No,110000,117089,2022,Volatile,Wealth
INV0318,Female,47,Gen X,High,Salaried,Metro,Equity,Internet,3–5,Monthly,High,SIP,8,No,360000,408895,2023,Bull,Safety
INV0319,Male,42,Gen X,Low,Salaried,Metro,Bonds,Internet,<1,Weekly,Moderate,SIP,6,No,615000,668477,2020,Volatile,Wealth
INV0320,Male,36,Millennial,Medium,Salaried,Non-Metro,FD,Internet,>5,Monthly,Low,Lump_Sum,1,No,935000,889250,2015,Bear,Wealth
INV0321,Male,52,Gen X,Medium,Self-Employed,Metro,Equity,TV,<1,Monthly,High,Lump_Sum,9,No,795000,776325,2015,Bear,Tax
INV0322,Male,38,Millennial,Low,Salaried,Non-Metro,Equity,Internet,1–3,Weekly,High,SIP,8,No,70000,87237,2020,Bull,Safety
INV0323,Male,46,Gen X,High,Salaried,Non-Metro,MF,TV,1–3,Weekly,High,SIP,8,No,960000,870188,2022,Volatile,Wealth
INV0324,Female,55,Gen X,Medium,Salaried,Metro,Bonds,TV,1–3,Monthly,Moderate,Lump_Sum,6,No,125000,113306,2023,Bear,Safety
INV0325,Female,23,Gen Z,Low,Salaried,Metro,Gold,Internet,3–5,Monthly,Moderate,Lump_Sum,7,No,355000,317094,2018,Bear,Wealth
INV0326,Female,41,Gen X,Medium,Salaried,Non-Metro,PPF,Internet,>5,Monthly,Low,Lump_Sum,3,Yes,770000,904852,2017,Volatile,Wealth
INV0327,Male,57,Boomer,Low,Self-Employed,Metro,Bonds,Consultant,1–3,Monthly,Moderate,Lump_Sum,6,No,290000,334481,2019,Bull,Wealth
INV0328,Female,61,Boomer,Medium,Salaried,Metro,PPF,Consultant,3–5,Daily,Low,SIP,1,No,880000,890725,2022,Volatile,Safety
INV0329,Female,53,Gen X,Low,Salaried,Metro,Bonds,Consultant,3–5,Daily,Moderate,SIP,5,No,275000,429976,2018,Bull,Safety
INV0330,Female,61,Boomer,Medium,Self-Employed,Non-Metro,Bonds,Consultant,1–3,Weekly,Low,Lump_Sum,1,Yes,735000,777313,2024,Volatile,Safety
INV0331,Male,24,Gen Z,Medium,Self-Employed,Metro,Equity,Newspaper,<1,Weekly,High,Lump_Sum,9,No,420000,554306,2015,Bull,Safety
INV0332,Female,40,Millennial,Low,Salaried,Non-Metro,PPF,Consultant,1–3,Monthly,Low,Lump_Sum,3,Yes,745000,700741,2024,Volatile,Wealth
INV0333,Male,50,Gen X,Low,Salaried,Non-Metro,Equity,Internet,3–5,Monthly,High,SIP,8,No,985000,923007,2017,Volatile,Wealth
INV0334,Female,50,Gen X,Low,Self-Employed,Non-Metro,Gold,Internet,3–5,Monthly,Moderate,SIP,7,No,240000,227672,2024,Volatile,Wealth
INV0335,Female,25,Gen Z,Medium,Self-Employed,Non-Metro,FD,Internet,>5,Daily,Low,Lump_Sum,3,No,685000,660239,2015,Bear,Tax
INV0336,Female,22,Gen Z,Low,Salaried,Metro,Bonds,Internet,1–3,Weekly,Low,Lump_Sum,2,Yes,110000,131166,2023,Bull,Wealth
INV0337,Male,44,Gen X,Low,Salaried,Metro,MF,TV,1–3,Daily,Moderate,SIP,6,No,895000,991171,2019,Volatile,Tax
INV0338,Male,57,Boomer,High,Self-Employed,Metro,Bonds,Consultant,1–3,Daily,Moderate,SIP,5,No,130000,128420,2021,Volatile,Wealth
INV0339,Female,39,Millennial,Medium,Salaried,Non-Metro,Bonds,Consultant,3–5,Monthly,Low,Lump_Sum,2,Yes,415000,426668,2024,Volatile,Safety
INV0340,Female,38,Millennial,High,Salaried,Metro,Equity,Consultant,3–5,Monthly,High,SIP,8,No,200000,222398,2018,Bull,Tax
INV0341,Male,29,Millennial,High,Self-Employed,Metro,MF,Internet,3–5,Monthly,High,SIP,9,No,440000,550062,2019,Bull,Tax
INV0342,Male,22,Gen Z,Medium,Salaried,Non-Metro,FD,Consultant,>5,Monthly,Low,SIP,1,Yes,875000,1021892,2022,Bull,Wealth
INV0343,Female,51,Gen X,Medium,Self-Employed,Non-Metro,Equity,Consultant,1–3,Weekly,High,Lump_Sum,9,No,925000,924552,2018,Volatile,Safety
INV0344,Male,44,Gen X,High,Salaried,Metro,MF,Newspaper,1–3,Monthly,High,SIP,9,No,450000,500828,2019,Volatile,Wealth
INV0345,Female,27,Millennial,High,Salaried,Non-Metro,Equity,Internet,3–5,Monthly,High,SIP,9,No,695000,525582,2016,Bear,Wealth
INV0346,Male,54,Gen X,Low,Self-Employed,Non-Metro,MF,TV,<1,Monthly,Moderate,Lump_Sum,6,No,215000,206734,2023,Volatile,Wealth
INV0347,Male,46,Gen X,Low,Self-Employed,Non-Metro,Bonds,Consultant,<1,Monthly,Moderate,Lump_Sum,6,No,785000,1161208,2019,Bull,Tax
INV0348,Female,35,Millennial,Low,Salaried,Metro,PPF,Consultant,1–3,Daily,Low,SIP,2,Yes,310000,425091,2023,Bull,Tax
INV0349,Male,39,Millennial,High,Self-Employed,Metro,Gold,Internet,3–5,Daily,Moderate,Lump_Sum,5,No,910000,693978,2015,Bear,Wealth
INV0350,Female,27,Millennial,Medium,Self-Employed,Non-Metro,Equity,Consultant,>5,Monthly,High,SIP,8,No,645000,892612,2023,Bull,Wealth
INV0351,Male,51,Gen X,Medium,Self-Employed,Non-Metro,Equity,Newspaper,>5,Monthly,High,SIP,8,No,280000,258973,2020,Bear,Tax
INV0352,Female,42,Gen X,Medium,Salaried,Metro,MF,Newspaper,1–3,Monthly,High,SIP,8,No,565000,852458,2023,Bull,Safety
INV0353,Male,42,Gen X,High,Salaried,Metro,Gold,Newspaper,1–3,Weekly,Moderate,SIP,4,No,315000,300345,2016,Bear,Tax
INV0354,Female,49,Gen X,Medium,Salaried,Non-Metro,MF,Consultant,3–5,Weekly,High,SIP,10,No,275000,227427,2016,Bear,Wealth
INV0355,Male,60,Boomer,Medium,Salaried,Non-Metro,FD,Consultant,<1,Monthly,Low,SIP,1,No,895000,1051274,2015,Bull,Tax
